codigo_proceso,t2.procedimiento,total actividades,match paso 5,% paso 5,match paso 6,% paso 6,match paso 7,% paso 7,total match,sin cobertura,% cobertura global
T160657,Generar Informes y Reportes Factoring,14,1,7.1%,0,0.0%,2,14.3%,3,11,21.4%
T160659,Atender AQR Tranf Llaves,19,0,0.0%,0,0.0%,1,5.3%,1,18,5.3%
T160659,Atender AQR´s BRE-B,13,0,0.0%,0,0.0%,6,46.2%,6,7,46.2%
T160659,Atender Solicitudes Transf llaves SPBVI,21,0,0.0%,0,0.0%,1,4.8%,1,20,4.8%
T160659,Gestionar AQR QR,10,0,0.0%,0,0.0%,1,10.0%,1,9,10.0%
T160659,Gestionar Novedades QR,11,0,0.0%,0,0.0%,3,27.3%,3,8,27.3%
T160659,Gestionar Novedades y Solicitud,25,0,0.0%,0,0.0%,11,44.0%,11,14,44.0%
T160659,Gestionar novedades y mantenimientos de servicios interbancarios y aliados,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160659,Gestionar soporte o reclamos Aliado Digital,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160659,Gestionar soporte y reclamos SPBVI,5,0,0.0%,0,0.0%,0,0.0%,0,5,0.0%
T160659,Modelo de atención - Gobierno PNF,7,0,0.0%,0,0.0%,0,0.0%,0,7,0.0%
T160659,Novedades SPBVI,27,1,3.7%,1,3.7%,1,3.7%,3,24,11.1%
T160666,Administrar Catálogo de Tarifas,44,0,0.0%,0,0.0%,7,15.9%,7,37,15.9%
T160666,Atender las novedades internas de Pricing,49,0,0.0%,0,0.0%,14,28.6%,14,35,28.6%
T160667,Administrar Información de Ecosistemas,38,1,2.6%,0,0.0%,11,28.9%,12,26,31.6%
T160667,Administrar información Ecosistemas,12,0,0.0%,0,0.0%,0,0.0%,0,12,0.0%
T160668,Administrar el servicio Ecosistemas,25,0,0.0%,1,4.0%,3,12.0%,4,21,16.0%
T160668,Atender Novedad,21,0,0.0%,0,0.0%,1,4.8%,1,20,4.8%
T160668,Atender requerimientos Clientes Tu360Movilidad,14,1,7.1%,0,0.0%,0,0.0%,1,13,7.1%
T160668,Atender requerimientos Clientes y Aliados,33,1,3.0%,0,0.0%,6,18.2%,7,26,21.2%
T160668,Atender requerimientos aliados Tu360Movilidad,9,0,0.0%,0,0.0%,0,0.0%,0,9,0.0%
T160668,Gestionar Parametros,17,0,0.0%,0,0.0%,0,0.0%,0,17,0.0%
T160668,Gestionar Parámetros,32,0,0.0%,0,0.0%,2,6.2%,2,30,6.2%
T160669,Afiliar - Desafiliar al servicio Ecosistemas,99,0,0.0%,0,0.0%,18,18.2%,18,81,18.2%
T160669,Afiliar y desafiliar al Servicio de Ecosistemas,28,0,0.0%,0,0.0%,1,3.6%,1,27,3.6%
T160669,Afiliar y desafiliar al Servicio de Ecosistemas ,42,0,0.0%,0,0.0%,2,4.8%,2,40,4.8%
T160673,Autorizar Tokenizaciones de TD y TDC,22,0,0.0%,0,0.0%,4,18.2%,4,18,18.2%
T160675,Personalizar y entregar Código QR,19,0,0.0%,0,0.0%,0,0.0%,0,19,0.0%
VAL080512,"Asesorar, negociar o promover operaciones con Clientes MK Valores y Fiduciaria",70,0,0.0%,0,0.0%,0,0.0%,0,70,0.0%
VAL080512,Habilitar comerciales mesa de dinero,7,0,0.0%,0,0.0%,1,14.3%,1,6,14.3%
VAL080512,Procedimiento asesorar clientes MK Valores y Fiduciaria,30,0,0.0%,0,0.0%,4,13.3%,4,26,13.3%
VAL080512,Procedimiento monitorear recomendaciones profesionales,14,0,0.0%,2,14.3%,0,0.0%,2,12,14.3%
