codigo_proceso,t2.procedimiento,t2.actividad,Código,Nombre de la Actividad
T160444,Realizar Grabación Empresas y Corporativo,diligenciar formulario [act132] ,ACT132,Diligenciar Formulario
T160444,Realizar Grabación Empresas y Corporativo,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160444,Realizar Grabación Empresas y Corporativo,rechazar solicitud bizagi ,ACT264,Rechazar Solicitud
T160444,Realizar Grabación Empresas y Corporativo,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160444,Realizar Grabación Empresas y Corporativo,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160444,Realizar Grabación Empresas y Corporativo,reportar error [act285] ,ACT285,Registrar Incidente
T160444,Realizar Grabación Empresas y Corporativo,registrar incidente [act285] ,ACT285,Registrar Incidente
T160444,Realizar Grabación Empresas y Corporativo,validar solicitud [act348] ,ACT348,Validar Solicitud
T160444,Realizar grabación Canal Digital Masivo,asociar producto al cliente [cp0358] ,CP0358,Asociar producto al cliente
T160444,Realizar grabación Canal Digital Masivo,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160444,Realizar grabación Canal Digital Masivo,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160444,Realizar grabación Canal Digital Masivo,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160444,Realizar grabación Canal Digital Masivo,validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160444,Realizar grabación Independientes,radicar solicitud lme contingencia ,CMT79,Radicar Solicitud
T160444,Realizar grabación Independientes,radicar solicitud [cmt79] ,CMT79,Radicar Solicitud
T160444,Realizar grabación Independientes,finalizar operación [act086] ,ACT086,Finalizar OperaciÃ³n
T160444,Realizar grabación Independientes,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160444,Realizar grabación Independientes,registrar evento [act274] ,ACT274,Registrar Evento
T160444,Realizar grabación Independientes,reportar error [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Independientes,registrar incidente [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Independientes,activar contingencia [act363] ,ACT363,Activar Contingencia
T160444,Realizar grabación Leasing y Renting,consultar información de clientes [cmc02] ,CMC02,Consultar InformaciÃ³n De Clientes
T160444,Realizar grabación Leasing y Renting,radicar solicitud de calidad ,CMT79,Radicar Solicitud
T160444,Realizar grabación Leasing y Renting,solicitar aceptación de condiciones [cp1353] ,CP1353,Solicitar aceptaciÃ³n de condiciones
T160444,Realizar grabación Leasing y Renting,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160444,Realizar grabación Leasing y Renting,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160444,Realizar grabación Leasing y Renting,reportar error [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Leasing y Renting,devolver solicitud con estudio ,ACT377,Devolver Solicitud
T160444,Realizar grabación Leasing y Renting,devolver solicitud sin estudio ,ACT377,Devolver Solicitud
T160444,Realizar grabación Persona Natural,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160444,Realizar grabación Persona Natural,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160444,Realizar grabación Persona Natural,reportar error [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Persona Natural,registrar incidente [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Procesos masivos todos los segmentos,asociar producto al cliente [cp0358] ,CP0358,Asociar producto al cliente
T160444,Realizar grabación Procesos masivos todos los segmentos,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160444,Realizar grabación Procesos masivos todos los segmentos,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160444,Realizar grabación Procesos masivos todos los segmentos,validar solicitud [act348] ,ACT348,Validar Solicitud
T160444,Realizar grabación Pyme - Operaciones urgentes,finalizar operación [act086] ,ACT086,Finalizar OperaciÃ³n
T160444,Realizar grabación Pyme - Operaciones urgentes,descargar reporte [act122] ,ACT122,Descargar Reporte
T160444,Realizar grabación Pyme - Operaciones urgentes,diligenciar formulario [act132] ,ACT132,Diligenciar Formulario
T160444,Realizar grabación Pyme - Operaciones urgentes,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160444,Realizar grabación Pyme - Operaciones urgentes,rechazar solicitud bizagi ,ACT264,Rechazar Solicitud
T160444,Realizar grabación Pyme - Operaciones urgentes,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160444,Realizar grabación Pyme - Operaciones urgentes,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160444,Realizar grabación Pyme - Operaciones urgentes,reportar error [act285] ,ACT285,Registrar Incidente
T160444,Realizar grabación Pyme - Operaciones urgentes,validar solicitud [act348] ,ACT348,Validar Solicitud
T160444,"Realizar grabación Re, Mo y Consolidación de pasivos",asociar producto al cliente [cp0358] ,CP0358,Asociar producto al cliente
T160444,"Realizar grabación Re, Mo y Consolidación de pasivos",actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T160444,"Realizar grabación Re, Mo y Consolidación de pasivos",devolver solicitud ,ACT377,Devolver Solicitud
T160444,Realizar grabación Reestructuraciones,devolver solicitud ,ACT377,Devolver Solicitud
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",cerrar casos de bizagi ,CP0061,Cerrar caso.
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",reportar error [act285] ,ACT285,Registrar Incidente
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",revisar configuración [act294] ,ACT294,Revisar ConfiguraciÃ³n
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",activar contingencia [act363] ,ACT363,Activar Contingencia
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",registrar operación contable [act371] ,ACT371,Registrar OperaciÃ³n Contable
T160452,"CONT Realizar el cierre contable de FIC, FCP y Neg Fidu para Valores y Fid",restablecer operación normal [act375] ,ACT375,Restablecer OperaciÃ³n Normal
T160452,CONT Realizar el cierre contable de los Fideicomisos de Inversión FIC Y FCP,cerrar casos de bizagi ,CP0061,Cerrar caso.
T160452,CONT Realizar el cierre contable de los Fideicomisos de Inversión y FIC,cerrar casos de bizagi ,CP0061,Cerrar caso.
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",informar resultado [act209] ,ACT209,Informar Resultado
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",validar documentación[act331] ,ACT331,Validar Documento
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",validar resultado [act347] ,ACT347,Validar Resultado
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",c006: validar resultados reteutilidades ,ACT347,Validar Resultado
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",ejecutar cierre contable [act368] ,ACT368,Ejecutar Cierre Contable
T160452,"Realizar el cierre contable de FIC, FCP y Neg Fid para Valores y Fid",registrar operación contable [act371] ,ACT371,Registrar OperaciÃ³n Contable
T160452,Realizar el cierre contable de los Fideicomisos de Inversión FIC Y FCP,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160452,Realizar el cierre contable de los Fideicomisos de Inversión y FIC,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160456,Aprobar solicitud Transfiya,ingresar a aprobar solicitud ,CMP77,Aprobar Solicitud
T160456,Aprobar solicitud Transfiya,consultar solicitudes pendientes ,CP1028,Consultar solicitudes
T160456,Atender Falla Cenit WEB,activar contingencia ,ACT363,Activar Contingencia
T160456,Atender Falla URL ACH Cenit,activar contingencia ,ACT363,Activar Contingencia
T160456,Atender Falla en Archivo NACHA-M,activar contingencia ,ACT363,Activar Contingencia
T160456,Atender Falla en CornerStone,activar contingencia ,ACT363,Activar Contingencia
T160456,Atender Falla “Cifrado de archivo Nacha-M ACH Colombia”,activar contingencia ,ACT363,Activar Contingencia
T160456,Gestionar Traslado de Fondos a ACH,confirmar registro prefondeo ,ACT095,Confirmar Registro
T160456,Procesar Falla URL ACH CENIT,activar contingencia ,ACT363,Activar Contingencia
T160456,Procesar Falla en Archivo NACHA-M,activar contingencia ,ACT363,Activar Contingencia
T160456,Procesar Falla en CornerStone,activar contingencia ,ACT363,Activar Contingencia
T160456,Procesar Falla en CriptoVault,activar contingencia ,ACT363,Activar Contingencia
T160456,Procesar transacciones servicio de pagos y transferencias ACH,aprobar solicitud transfiya ,CMP77,Aprobar Solicitud
T160456,Transmitir archivos ACH,gestionar inconsistencias presentadas en el envío ,ACT191,Gestionar Inconsistencias
T160461,Generar Ofertas de Originación y Contención,perfilar clientes potenciales ,CP0693,Perfilar clientes
T160461,Preaprobar Clientes Personas y Pyme,perfilar clientes preaprobados digitales ,CP0693,Perfilar clientes
T160465,Conciliar seguros,revisar y gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160465,Conciliar seguros,m: gestión financiera p: administrar y gestionar procesos contables ,ACT192,Gestionar Proceso
T160465,Conciliar seguros,m: gestion financiera p: administrar y gestionar procesos contables ,ACT192,Gestionar Proceso
T160465,Conciliar seguros,validar resultado y reportar casos ,ACT347,Validar Resultado
T160465,Conciliar seguros,validar resultado control sox ,ACT347,Validar Resultado
T160465,Realizar cancelación del seguro,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160487,Ampliar plazos TDC,radicar solicitud de ampliación de palzo ,CMT79,Radicar Solicitud
T160487,Aplicar Novedades No Monetarias,solicitar soporte ,ACT320,Solicitar Soporte
T160487,Aplicar Novedades TDC,aprobar solicitud ,CMP77,Aprobar Solicitud
T160487,Aplicar Novedades TDC,radicar solicitud de novedad ,CMT79,Radicar Solicitud
T160487,Aplicar Novedades TDC,radicar solicitud ,CMT79,Radicar Solicitud
T160487,Aplicar Novedades TDC,rechazar solicitud ,ACT264,Rechazar Solicitud
T160487,Aplicar Novedades TDC,devolver solicitud ,ACT377,Devolver Solicitud
T160487,Cancelar Pagaré de Tarjeta de Crédito,radicar solicitud del cliente ,CMT79,Radicar Solicitud
T160487,Comprar Cartera,radicar solicitud de ajustes monetarios ,CMT79,Radicar Solicitud
T160487,Comprar Cartera Aliado,radicar solicitud de ajustes monetarios ,CMT79,Radicar Solicitud
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,conciliar información [cmt76] ,CMT76,Conciliar InformaciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,radicar solicitud [cmt79] ,CMT79,Radicar Solicitud
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,radicar solicitud [cmt79] - 01 ,CMT79,Radicar Solicitud
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,consultar transacción [act104] ,ACT104,Consultar TransacciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,descargar reporte [act122] ,ACT122,Descargar Reporte
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,enviar información [act156] -1 ,ACT156,Enviar InformaciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,validar condiciones del producto [act327] ,ACT327,Validar CondiciÃ³n
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,validar respuesta [act345] ,ACT345,Validar Respuesta
T160487,Gestionar Fallecimiento Incapacidad Total o Permanente,certificar cuenta contable [act364] ,ACT364,Certificar Cuenta Contable
T160487,Gestionar Fallecimiento Incapacidad Total y Permanente,radicar solicitud de ajuste monetario ,CMT79,Radicar Solicitud
T160487,Solicitar Centro de Conservación,radicar solicitud de ajuste monetario ,CMT79,Radicar Solicitud
T160487,Solicitar Centro de Conservación,procesar solicitudes de fidelización puntos ,ACT238,Procesar Solicitud
T160487,Solicitar Centro de Conservación,procesar solicitudes de fidelización millas ,ACT238,Procesar Solicitud
T160487,Solicitar Centro de Conservación,procesar solicitudes de cancelación ,ACT238,Procesar Solicitud
T160491,Generar Informes Internos y Externos de medios y aceptación de pagos,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160491,Generar Informes Internos y Externos de medios y aceptación de pagos,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160491,Generar Informes Internos y Externos de medios y aceptación de pagos,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T160491,Generar Informes Internos y Externos de medios y aceptación de pagos,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160491,Proceso Contingente,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160491,Proceso Contingente,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160491,Proceso Contingente,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160491,Proceso Contingente,registrar evento [act274] ,ACT274,Registrar Evento
T160491,Proceso Contingente,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160493,Emitir TDC por segunda vez,radicar solicitud ,CMT79,Radicar Solicitud
T160493,Emitir TDC por segunda vez,cerrar solicitudes ,ACT378,Cerrar Solicitud
T160494,Procesar Abonos a TDC,informar resultado de la validación al cliente ,ACT209,Informar Resultado
T160494,Procesar Abonos a TDC,procesar solicitud de asesoría y registrar en el sistema ,ACT238,Procesar Solicitud
T160494,Procesar Abonos a TDC,procesar solicitud de abono por bizagi ,ACT238,Procesar Solicitud
T160494,Procesar Abonos a TDC,rechazar solicitud ,ACT264,Rechazar Solicitud
T160499,Contingencia,aprobar solicitud ,CMP77,Aprobar Solicitud
T160499,Contingencia,validar solicitud del cliente ,ACT348,Validar Solicitud
T160499,Procedimiento de Contingencia,aprobar solicitud ,CMP77,Aprobar Solicitud
T160499,Procedimiento de Contingencia,radicar solicitud nueva en aplicativo de contingencia ,CMT79,Radicar Solicitud
T160499,Procedimiento de Contingencia,validar solicitud del cliente ,ACT348,Validar Solicitud
T160499,Realizar Desembolso manual,cancelar solicitud automáticamente ,ACT024,Cancelar Solicitud
T160499,Realizar estudio y desembolso créditos de consumo,radicar solicitud de crédito ,CMT79,Radicar Solicitud
T160499,Realizar estudio y desembolso créditos de consumo,cancelar solicitud ,ACT024,Cancelar Solicitud
T160542,Aperturar Compromisos de Crédito,devolver solicitud ,ACT377,Devolver Solicitud
T160542,Grabar Novedades Compromisos de Crédito,radicar solicitud novedades compromisos de crédito ,CMT79,Radicar Solicitud
T160542,Grabar Novedades Compromisos de Crédito,devolver solicitud ,ACT377,Devolver Solicitud
T160542,Recibir Pago de la Comisión,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160558,Desembolsar solicitudes,c004: consultar listas restrictivas [cmf16] ,CMF16,Consultar Listas Restrictivas
T160558,Desembolsar solicitudes,desembolsar crédito[act123] ,ACT123,Desembolsar CrÃ©dito
T160558,Desembolsar solicitudes,m: gestion financiera p: administrar y gestionar procesos contables ,ACT192,Gestionar Proceso
T160558,Desembolsar solicitudes,inscribir débito automático [act211] ,ACT211,Inscribir DÃ©bito AutomÃ¡tico
T160558,Desembolsar solicitudes,c018: monitorear operaciones [act220] ,ACT220,Monitorear Operaciones
T160558,Desembolsar solicitudes,ejecutar ajuste contable [act372] ,ACT372,Ejecutar Ajuste Contable
T160558,Estudiar solicitudes,c009: consultar información externa [cmf06] ,CMF06,Consultar InformaciÃ³n Externa
T160558,Estudiar solicitudes,c008:consultar centrales internas y externas [cmf07] ,CMF07,Consultar Centrales Externas
T160558,Estudiar solicitudes,c005:consultar centrales internas y externas [cmf07] ,CMF07,Consultar Centrales Externas
T160558,Estudiar solicitudes,c004: consultar listas restrictivas [cmf16] ,CMF16,Consultar Listas Restrictivas
T160558,Estudiar solicitudes,radicar solicitudes ,CMT79,Radicar Solicitud
T160558,Estudiar solicitudes,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160558,Gestionar modelo de originación de sufi,radicar solicitudes ,CMT79,Radicar Solicitud
T160558,Procedimiento Contingente,aprobar solicitud ,CMP77,Aprobar Solicitud
T160558,Procedimiento Contingente,radicar solicitud nueva en aplicativo de contingencia ,CMT79,Radicar Solicitud
T160558,Radicar Solicitudes,anular solicitud [act024] ,ACT024,Cancelar Solicitud
T160558,Radicar Solicitudes,realizar simulación [act262] ,ACT262,Realizar SimulaciÃ³n
T160558,Realizar la Venta y Estudio de Crédito de Vehículo,aprobar solicitud de crédito ,CMP77,Aprobar Solicitud
T160558,Realizar la Venta y Estudio de Crédito de Vehículo,cancelar solicitud ,ACT024,Cancelar Solicitud
T160558,Realizar la Venta y Estudio de Crédito de Vehículo,cmp60 autenticar clientes sufi ,ACT045,Autenticar Cliente
T160558,Tramitar Oferta,c005:consultar centrales internas y externas [cmf07] ,CMF07,Consultar Centrales Externas
T160558,Tramitar Oferta,c023: consultar centrales internas y externas [cmf07] ,CMF07,Consultar Centrales Externas
T160558,Tramitar Oferta,c022: consultar listas restrictivas [cmf16] ,CMF16,Consultar Listas Restrictivas
T160558,Tramitar Oferta,c004: consultar listas restrictivas [cmf16] ,CMF16,Consultar Listas Restrictivas
T160558,Tramitar Oferta,solicitar firma [act317] ,ACT317,Solicitar Firma
T160561,Administrar modelo de Fidelización,gestionar inconsistencias modelos retención ,ACT191,Gestionar Inconsistencias
T160561,Administrar modelo de Fidelización,gestionar inconsistencias modelos conservación ,ACT191,Gestionar Inconsistencias
T160561,Compensar o resarcir clientes o usuarios,aprobar solicitud ,CMP77,Aprobar Solicitud
T160561,Compensar o resarcir clientes o usuarios,radicar solicitud compensación ,CMT79,Radicar Solicitud
T160561,Compensar o resarcir clientes o usuarios,rechazar solicitud ,ACT264,Rechazar Solicitud
T160561,Gestionar factura,m: gestión de servicios corporativos. p: procesar pago de factura de proveedores ,ACT237,Procesar Pago
T160561,Gestionar solicitudes ATPC,cancelar solicitud ,ACT024,Cancelar Solicitud
T160561,Gestionar solicitudes ATPC,diligenciar formulario de radicación de solicitudes ,ACT132,Diligenciar Formulario
T160572,Administrar parámetros de clientes,devolver solicitud con las consideraciones necesarias ,ACT377,Devolver Solicitud
T160572,T160572 Administrar parámetros de clientes,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160572,T160572 Administrar parámetros de clientes,evaluar impacto [act167] ,ACT167,Evaluar Impacto
T160572,T160572 Administrar parámetros de clientes,informar resultado [act209] ,ACT209,Informar Resultado
T160572,T160572 Administrar parámetros de clientes,devolver solicitud con las consideraciones necesarias ,ACT377,Devolver Solicitud
T160598,Procesar controversias como adquirente FD,c010 validar respuesta recibida de la franquicia del análisis del caso ,ACT345,Validar Respuesta
T160609,Generar Informe Agredadores tradicional de Aceptación de Pagos,validar resultado ,ACT347,Validar Resultado
T160609,Generar Informe agredadores adq tradiciona,validar resultado ,ACT347,Validar Resultado
T160609,Generar reporte conciliar,cerrar casos ,CP0061,Cerrar caso.
T160612,Causar Operaciones Leasing Habitacional,registrar operación contable [act371] ,ACT371,Registrar OperaciÃ³n Contable
T160612,Crear o Actualizar Datos del Proveedor LH,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160612,Crear o Actualizar Datos del Proveedor LH,gestionar alerta [act181] ,ACT181,Atender Alerta
T160612,Crear o Actualizar Datos del Proveedor LH,validar documentación [act331] ,ACT331,Validar Documento
T160612,Crear operaciones Leasing Habitacional,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160612,Crear operaciones Leasing Habitacional,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160612,Crear operaciones Leasing Habitacional,validar documentación [act331] ,ACT331,Validar Documento
T160612,Gestionar Anticipos,radicar solicitud para cancelación de garantía ,CMT79,Radicar Solicitud
T160612,Gestionar Anticipos,desembolsar crédito [act123] ,ACT123,Desembolsar CrÃ©dito
T160612,Gestionar Anticipos,gestionar proceso [act192] ,ACT192,Gestionar Proceso
T160612,Gestionar Anticipos,validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160612,Gestionar Anticipos,validar documentación [act331] ,ACT331,Validar Documento
T160612,Gestionar Anticipos,validar solicitud [act348] ,ACT348,Validar Solicitud
T160612,Gestionar Anticipos,devolver solicitud ,ACT377,Devolver Solicitud
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,radicar solicitud ,CMT79,Radicar Solicitud
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,actualizar registro [act011] ,ACT011,Actualizar Registro
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,desembolsar crédito [act123] ,ACT123,Desembolsar CrÃ©dito
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,reportar error [act285] ,ACT285,Registrar Incidente
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,seleccionar opción [act303] ,ACT303,Seleccionar OpciÃ³n
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,solicitar firma [act317] ,ACT317,Solicitar Firma
T160612,Gestionar Solicitudes de Crédito Hipotecario y Leasing Habitacional,validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160612,Radicar solicitud,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160612,Radicar solicitud,gestionar alerta [act181] ,ACT181,Atender Alerta
T160612,Radicar solicitud,informar resultado [act209] ,ACT209,Informar Resultado
T160612,Radicar solicitud,solicitar autorización [act311] ,ACT311,Solicitar AutorizaciÃ³n
T160612,Realizar Mantenimiento Operación,generar documento otro si ,CP1160,Generar documento
T160612,Realizar Mantenimiento Operación,actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T160612,Realizar Mantenimiento Operación,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160612,Realizar Mantenimiento Operación,informar resultado [act209] ,ACT209,Informar Resultado
T160612,Realizar Mantenimiento Operación,solicitar firma [act317] ,ACT317,Solicitar Firma
T160612,Semillero de Propietarios Ahorro,radicar solicitud envio de sms en bizagi flujo de flujos ,CMT79,Radicar Solicitud
T160612,Semillero de Propietarios Arriendo,validar respuesta a pedido apertura alm ,ACT345,Validar Respuesta
T160615,Administrar proceso contable y monetario de aceptación digital,c002: cmp77 aprobar solicitud ,CMP77,Aprobar Solicitud
T160615,Administrar proceso contable y monetario de aceptación digital,c004: cmp77 aprobar solicitud ,CMP77,Aprobar Solicitud
T160615,Administrar proceso contable y monetario de aceptación digital,cmp86 elaborar informes ,CMP86,Elaborar Informe
T160615,Administrar proceso contable y monetario de aceptación digital,c001: cmt76 conciliar información ,CMT76,Conciliar InformaciÃ³n
T160615,Administrar proceso contable y monetario de aceptación digital,c003: cmt76 conciliar información ,CMT76,Conciliar InformaciÃ³n
T160615,Administrar proceso contable y monetario de aceptación digital,radicar solicitud cmt79 ,CMT79,Radicar Solicitud
T160615,Administrar proceso contable y monetario de aceptación digital,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T160615,Administrar proceso contable y monetario de aceptación digital,registrar evento [act274] ,ACT274,Registrar Evento
T160615,Administrar proceso contable y monetario de aceptación digital,revisar trazabilidad [act301] ,ACT301,Realizar Trazabilidad
T160615,Administrar proceso contable y monetario de aceptación digital,c005: revisar trazabilidad [act301] ,ACT301,Realizar Trazabilidad
T160615,Administrar proceso contable y monetario de aceptación digital,certificar cuentas contables [act364] ,ACT364,Certificar Cuenta Contable
T160615,Administrar proceso contable y monetario de aceptación digital,c005: certificar cuentas contables [act364] ,ACT364,Certificar Cuenta Contable
T160615,Administrar proceso contable y monetario de aceptación digital,ejecutar ajuste contable [act372] ,ACT372,Ejecutar Ajuste Contable
T160615,Conciliar Transacciones Aceptación Digital,consultar transacción [act104] ,ACT104,Consultar TransacciÃ³n
T160615,Conciliar Transacciones Aceptación Digital,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160615,Conciliar Transacciones Aceptación Digital,informar resultado [act209] ,ACT209,Informar Resultado
T160615,Conciliar Transacciones Aceptación Digital,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160621,Activar y Mantener Operaciones  Leasing,cerrar solicitud de la aplicación del mantenimiento ,ACT378,Cerrar Solicitud
T160621,Activar y Mantener Operaciones Leasing,radicar solicitud ,CMT79,Radicar Solicitud
T160621,Activar y Mantener Operaciones Leasing,actualizar registro [act011] ,ACT011,Actualizar Registro
T160621,Activar y Mantener Operaciones Leasing,finalizar operacon[act086] ,ACT086,Finalizar OperaciÃ³n
T160621,Activar y Mantener Operaciones Leasing,enviar información[act156] ,ACT156,Enviar InformaciÃ³n
T160621,Activar y Mantener Operaciones Leasing,informar resultado [act209] ,ACT209,Informar Resultado
T160621,Activar y Mantener Operaciones Leasing,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160621,Activar y Mantener Operaciones Leasing,validar solicitud [act348] ,ACT348,Validar Solicitud
T160621,Generar Certificados y Poderes,gestionar inconsistencias con soportes o requisitos ,ACT191,Gestionar Inconsistencias
T160621,Gestionar Abonos y Prepagos,radicar solicitud ,CMT79,Radicar Solicitud
T160621,Gestionar Abonos y Prepagos,cerrar solicitud ,ACT378,Cerrar Solicitud
T160621,Modificar Operaciones,validar solicitud de modificación ,ACT348,Validar Solicitud
T160622,Gestionar la Finalización Leasing Habitacional,actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T160622,Gestionar la Finalización Leasing Habitacional,asignar responsable ,ACT039,Asignar Responsable
T160622,Gestionar la Finalización Leasing Habitacional,asignar responsable [act039] ,ACT039,Asignar Responsable
T160622,Gestionar la Finalización Leasing Habitacional,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160622,Gestionar la Finalización Leasing Habitacional,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160622,Gestionar la Finalización Leasing Habitacional,procesar pago ,ACT237,Procesar Pago
T160622,Gestionar la Finalización Leasing Habitacional,procesar pago [act237] ,ACT237,Procesar Pago
T160622,Gestionar la Finalización Leasing Habitacional,revisar trazabilidad [act301] ,ACT301,Realizar Trazabilidad
T160632,Gerenciar negocios fiduciarios,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160635,Administrar Negocios Fiduciarios Públicos y Concesiones,gestionar inconsistencias de nóminas ,ACT191,Gestionar Inconsistencias
T160635,Administrar Negocios Fiduciarios Públicos y Concesiones,m: cumplimiento de los servicios; p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160635,Administrar Negocios Fiduciarios Públicos y Concesiones,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
